#;Название;Категории;Сайт;Email;Адрес;Широта;Долгота;Телефоны;Тип;Время работы;Информация;Цвет;Оплачена;Исключена из ЛК
2936457;МАУ ДО АДШИ им. К.М. Щедрина;"Учреждения культуры; Музыкальные школы; Школы искусств, художественные школы";http://adshi.tls.muzkult.ru;adshi-shedrin@mail.ru;Тульская область, г. Алексин, ул. Мира, д. 17/13;54.502664;37.067642;+7 (48753) 4-02-40;org;;"Место нахождения образовательной организации:
МКР Соцгород - ул. Мира, д. 17/13
МКР Шахтерский - ул. Энгельса, д.1
МКР Бор - ул. 50 ВЛКСМ, д.2
";;Нет;Нет
2936460;КРЦ Союз;"Кинотеатр; Кинотеатры; Киноафиша";http://soyuzaleksin.ru;hello@soyuzaleksin.ru;301396 Тульская обл. г. Алексин, ул. 50 лет Октября, д.4.;54.523028;37.080056;+7 (48753) 6-07-01, ;org;ежедневно, 10:00-00:00;;;Нет;Нет
2936462;Муниципальное казённое учреждение для молодежи “Комплексный центр для молодежи “Чайка”;"Учреждения культуры; Спортивные секции; Детские кружки, секции и организации; Творческие, образовательные кружки, студии";;chaikaaleksin@ramber.ru;Тульская обл., г. Алексин, мкр. Соцгород, ул. Мира, д.19;54.502115;37.066052;+7 (48753) 6-94-97;org;;"В филиалах Центра  работают спортивные секции:

самбо (молодёжный спортивный клуб «Вымпел» ) – зал борьбы (22х8), тренажёрный зал (7,65х10,78);
настольный теннис (МСК «Ока», «Вымпел»);
пулевая стрельба (МСК «Смена» );
хоккей с шайбой (мкр «Петровское»), тренировочные занятия на базе РУТБ «Ока»;
пауэрлифтинг (МСК «Смена» мкр «Сельхозтехника», тренажёрный зал (8,8 х 4,8);
греко-римская борьба (МСК «Витязь» мкр «Сельхозтехника», зал греко-римской борьбы (8,49х8,95));
лыжные гонки (мкр «Горушки», лыжная трасса проходит в лесном массиве «Глухая);
волейбол (пос. Колосово на базе Алексинского гидрометеорологического техникума).
и творческие кружки:

декоративно-прикладного искусства (вышивка) “Волшебная нить” (МСК “Ока”)
театральный “Экспромт”
декоративно-прикладного искусства (рисование, шитье,поделки) “Заходи и не скучай” (МСК “КЮТ”)
декоративно-прикладного искусства (рисование, поделки, познавательные (право, экология и т.д) лекции “Калейдоскоп”  (МСК «Смена» );
судомоделирования (МСК “КЮТ”)";;Нет;Нет
2937062;Администрация МО г. Алексин,Комитет имущественных и земельных отношений;"Администрация района; Недвижимость";;;Тульская область, г.Алексин, ул. Героев – Алексинцев д.10 ;54.498445;37.064677;+7 (48753) 4-00-55;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
2937065;Администрация МО г. Алексин,  Комитет архитектуры и градостроительства;"Администрация района; Недвижимость";;;Тульская область, г.Алексин, ул.Героев-Алексинцев, д.10;54.498445;37.064677;+7 (48753) 4-32-47;org;Вторник: 8.00-12.00 четверг: 14.00-17.00 ;кабинет 203;;Нет;Нет
2937068;Администрация МО г. Алексин, Отдел по бухгалтерскому учету и отчетности;Администрация района;;;Тульская область, г.Алексин, ул.Героев-Алексинцев, д.10;54.498445;37.064677;+7 (48753) 4-10-87;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;кабинет 316 ;;Нет;Нет
2937070;Администрация МО г. Алексин,  Первый заместитель;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-04-90;org;Перерыв на обед 13-00-13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
2937071;Администрация МО г. Алексин, Заместитель главы администрации;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;;;+7 (48753) 4-24-12;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
2937073;Администрация МО г. Алексин, Руководитель аппарата;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-16-86;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
2937074;Администрация МО г. Алексин, Управление по вопросом жизнеобеспечения, ГО и ЧС ;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;54.498445;37.064677;+7 (48753) 4-19-69;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
2937075;Администрация МО г. Алексин, Управление развития экономики;Администрация района;;;Тульская обл., Алексинский р-н, Алексин г., ул. Героев-Алексинцев, 10;;;+7 (48753) 4-16-29;org;Перерыв на обед с 13-00 до 13-48. Выходные дни- суббота, воскресенье.;;;Нет;Нет
2937078;Администрация МО г. Алексин, Авангардский территориальный отдел;Администрация района;;aleksin.avangard@tularegion.org;Тульская обл., Алексинский район, п. Авангард, ул. Октябрьская;54.470849;37.117615;+7 (48753) 7-37-41;org;Обед 13.00 – 13.48;;;Нет;Нет
2937079;Администрация МО г. Алексин, Буныревский территориальный отдел;Администрация района;;aleksin.bunirevo@tularegion.org;Тульская обл., Алексинский р-н, с. Бунырево, ул. Приокская, д. 39, 2 этаж;54.572383;37.149191;+7 (48753) 7-72-34;org;Обед 13.00 – 13.48;;;Нет;Нет
2937080;Администрация МО г. Алексин, Шелепинский территориальный сектор;Администрация района;;aleksin.shelepino@tularegion.org;Тульская обл., Алексинский р-н, д. Б. Шелепино, ул. Новая, д.6;54.480455;37.16227;+7 (48753) 7-43-19;org;Обед 13.00 – 13.48;;;Нет;Нет
2937082;Отдел записи актов гражданского состояния администрации муниципального образования г. Алексин (ЗАГС) ;ЗАГСы;http://zagsi.tularegion.ru;zags.aleksinto@tularegion.ru;301361 Тульская область город Алексин ул. Ленина, 1;54.5075;37.067327;+7 (48753) 4-00-19, +7 (48753 )4-06-97, +7 (48753) 4-08-09;org;Обед с 13.00 до 13.48;"Прием граждан: вторник, среда, пятница с 9.00 до 13.00 и с 14.00 до 17.00;
суббота с 9.00 до 13.00 и с 14.00 до 16.00;
четверг - неприемный день, день работы с архивными документами.";;Нет;Нет
2937086;Пенсионный фонд России в г. Алексине и Алексинском районе;Пенсионный фонд;;info06@pfr.tula.net;301371, г. Алексин, ул. Октябрьская, д.1;54.498047;37.062899;+7 (48753) 4-99-37, +7 (48753) 4-88-16, +7 (800) 775-54-45;org;"Обед 13:00 - 13:45, 
суббота, воскресенье: выходной";;;Нет;Нет
2937382;Контрольно-счетная палата муниципального образования город Алексин;Органы надзора и контроля, инспекции;;kspaleksin@yandex.ru;Тульская область, г.Алексин, ул. Героев Алексинцев, дом 9;54.500432;37.065378;+7 (48753) 4-89-86, +7 (48753) 4-12-27;org;Обед: 13:00-13:48;;;Нет;Нет
2937384;Межмуниципальный отдел МВД России «Алексинский»;Полиция;http://www.71.mvd.ru;;340361, г.Алексин, ул.Пахомова, 11;54.501101;37.07004;+7 (48753) 4-35-41;org;;;;Нет;Нет
2938362;"ОАО ""МУК""  ОАО ""Муниципальная управляющая компания г. Алексина""";Управляющие компании, ЖКХ, ТСЖ;http://мукалексин.рф;oao_muk@mail.ru;301361,Тульская область,г.Алексин, ул. Героев-Алексинцев,д.5;54.504144;37.064983;+7 (48753) 4-77-20;org;"Обед 12.00 - 12.48, 
выходные: суббота, воскресенье, ";;;Нет;Нет
2938365;"МКП ""АРЦКО"", Муниципальное казенное предприятие ""Алексинский районный центр коммунального обслуживания""";Управляющие компании, ЖКХ, ТСЖ;http://www.arcko.ru;mkp-arsko@mail.ru;301361, Тульская область, г.Алексин, ул. Баумана, д.5;54.504588;37.070678; +7 (48753) 4-08-07, +7 (48753) 4-08-04;org;"Понедельник - четверг 8.00-17.00, 
Пятница  8.00 - 16.00
Обед с 12.00 - 12.48, 
Выходные: суббота, воскресенье,";;;Нет;Нет
2938372;"ООО ""Горушки""";Управляющие компании, ЖКХ, ТСЖ;;;301364, Тульская область, г.Алексин, ул.Арматурная, д.36б;54.520754;37.047888;+7 (48753) 2-30-49;org;Обед с 12.00 - 12.48, выходные: суббота, воскресенье.;;;Нет;Нет
2938374;"ООО ""Управдом""";Управляющие компании, ЖКХ, ТСЖ;;upravdom11@mail.ru;301369, Тульская область, г.Алексин,ул.Здоровья,д.3 ;54.525739;37.07994;+7 (48753) 6-73-49;org;"Обед с 12.00 - 12.48
";;;Нет;Нет
2938377;"ООО ""Наш Дом 1""";Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. Баумана, д. 5;54.504588;37.070678;+7 (48753) 4-13-89, ;org;"Обед с 12.00 - 12.48, выходные: суббота, воскресенье.
";;;Нет;Нет
2938381;"ООО ""ЖЭУ""";Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул.Дубравная, д.25/2;54.514326;37.118495;+7 (48753) 6-65-89 ;org;"Обед с 12.00 - 12.48
";;;Нет;Нет
2938383;"ООО УК ""ПСЦ"", ООО Управляющая компания ""Проектировочно-строительный центр""";Управляющие компании, ЖКХ, ТСЖ;;uk_psc@mail.ru;301360, Тульская область, Алексинский район,с. Бунырево, ул.Приокская,д.39;54.572383;37.149191;+7 (48753) 6-44-80;org;Обед с 12.00 - 12.48;301367, Тульская обл., г. Алексин, ул. Тульская 141;;Нет;Нет
2938386;МУП «ВКХ»;Аварийные службы;;;;;;+7 (48753) 4-03-71, +7 (920) 7474700;org;; Холодное водоснабжение, водоотведение;;Нет;Нет
2938395;МКП «АРЦКО» ;Аварийные службы;;;;;;+7 (48753) 4-08-04, +7 (905) 1126210;org;;Сельские населенные пункты: холодное водоснабжение, водоотведение;;Нет;Нет
2938396;ООО «ПСЦ»    ;Аварийные службы;;;;;;+7 (48753) 6-44-80, +7 (910) 7041443;org;;Сельские населенные пункты: холодное водоснабжение, водоотведение;;Нет;Нет
2938398;ООО «АТЭК»  ;Аварийные службы;;;;;;+7 (48753) 4-12-95;org;;;;Нет;Нет
2938401;ОАО «МУК г.Алексин»  ;Аварийные службы;;;;;;+7 (48753) 4-77-20, +7 (48753) 4-79-67;org;;;;Нет;Нет
2938402;ООО «Теплокомсервис»    ;Аварийные службы;;;;;;+7 (48753)  4-08-04, +7 (963) 2277247;org;;Сельские населенные пункты - теплоснабжение;;Нет;Нет
2938405;диспетчер электросети ОАО «Тулэнегро»;Аварийные службы;;;;;;+7 (48753) 6-00-68;org;;Сельские населенные пункты;;Нет;Нет
2938407;Филиал АО «Газпром газораспределение Тула»;Аварийные службы;;;;;;+7 (48753) 4-07-01  ;org;;;;Нет;Нет
2938412;"Государственное учреждение Тульской области  ""Комплексный центр социального обслуживания населения №2""";Социальная защита;http://aleksincson.i-ed.ru;tcso.aleksin@tularegion.ru;301361, Тульская область,г. Алексин, ул. Пионерская, д. 2.;54.497185;37.06677;+7 (48753) 4-20-73, +7 (48753) 4-07-93;org;"Обед 12.00 - 12.48

";;;Нет;Нет
2947065;Стационарное отделение «Дом-интернат  милосердия для граждан пожилого  возраста и инвалидов»   ;Социальная защита;;;;;;+7 (48753) 6-04-67;org;;;;Нет;Нет
2947066;Стационарное отделение для несовершеннолетних,  Отделение помощи семье и детям   ;"Социальная защита; Дети";;;;;;+7 (48753) 2-30-09;org;;;;Нет;Нет
2947113;МРЭО ГИБДД УМВД России по Тульской области;ГИБДД;;;Тульская область, г. Алексин, ул. Кутузова, д. 7;54.505947;37.108416;+7 (48753) 6-30-05, +7 (48753) 6-13-31;org;"Понедельник, воскресенье - выходной день.
Перерыв 13:00-13:45";;;Нет;Нет
2947116;Управление ФСБ;ФСБ;;;Алексин г., Мира улица, 11Б ;54.502356;37.07225;+7 (48753) 40281;org;Дежурный круглосуточно;;;Нет;Нет
2947124;Алексинская межрайонная прокуратура;Прокуратура;;aleksin@prokuror-tula.ru;301361 г. Алексин, 1-й проезд Строителей, дом 2;;;+7 (48753) 4-03-98;org;;;;Нет;Нет
2947130;Тульская транспортная прокуратура;Прокуратура;;;г. Тула, ул. Путейская, д. 12;54.197194;37.576412;+7 (4872) 20-31-79;org;"Понедельник - четверг: 9.00 - 18.00
Пятница 9.00 - 16.00";;;Нет;Нет
2947154;дежурный оператор ЗАО «Алексинская электросетевая компания»;Аварийные службы;;;;;;+7 (48753) 4-13-37;org;;;;Нет;Нет
2947163;ТСЖ «Алексин-Бор»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г. Алексин, ул. Здоровья, д. 6, п. 23;54.524433;37.078251;+7 (48753) 6-77-75;org;;;;Нет;Нет
2947164;ТСЖ «Боровское-2»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. 50 лет ВЛКСМ, д. 5В, п.10;54.524313;37.076661;+7 (48753) 6-86-73;org;;;;Нет;Нет
2947165;ТСЖ «Комфорт»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. Центральная, д. 6;54.517645;37.04566;+7 (48753) 2-84-87;org;;;;Нет;Нет
2947166;ТСЖ «Солнечный»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г. Алексин, проезд. Солнечный, д. 2/16;54.498346;37.122726;+7 (48753) 6-96-98;org;;;;Нет;Нет
2947168;ТСЖ «Альянс»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. 50 лет ВЛКСМ, д. 14/23;54.53074;37.085392;+7 (910) 5583735;org;;;;Нет;Нет
2947171;ТСЖ «Восход»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. 50 лет Советской Армии, д. 17;54.528247;37.085545;+7 (48753) 6-12-89;org;;;;Нет;Нет
2947172;ТСЖ «Высоковский»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. Мира, д. 34, п.36;54.503919;37.061102;+7 (915) 6815372;org;;;;Нет;Нет
2947173;ТСЖ «Десяточка»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г. Алексин, ул. Ленина, д. 10;;;+7 (953) 4410266;org;;;;Нет;Нет
2947176;ТСЖ «Коммунальник»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. Мира, д. 28;54.503318;37.062261;+7 (953) 1924457;org;;;;Нет;Нет
2947177;ТСЖ «Комфорт-2»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г. Алексин, ул. 50 лет Советской Армии, д. 21;54.529935;37.085608;+7 (48753) 6-11-87;org;;;;Нет;Нет
2947179;ТСЖ «Ласточка»;Управляющие компании, ЖКХ, ТСЖ;;;"301361, Тульская область, г.Алексин, 	ул. Дубравная, д. 26";54.513547;37.116321;+7 (905) 1115842;org;;;;Нет;Нет
2947180;Расчётный Информационный Центр» в городе Алексине (ОАО «ОЕРИЦ»);Расчетно-Справочный Центр РСЦ;;;Алексин, Пахомова 9;;;+7(48753)4-31-03, +7(48753)4-19-02;org;"Обед 12:00-12:48
";МКР Соцгород;;Нет;Нет
2947181;ТСЖ «Магадан»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. Тульская, д. 134, к. 2;54.50843;37.113698;+7 (919) 0733286;org;;;;Нет;Нет
2947182;ТСЖ «Молния»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. 50 лет Советской Армии, д. 15, п.30;54.527417;37.085455;+7 (48753) 6-06-21;org;;;;Нет;Нет
2947184;ТСЖ «Ока»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. З.Космодемьянской, д. 8а;54.492949;37.063878;+7 (905) 6208299;org;;;;Нет;Нет
2947187;ТСЖ «Ока плюс»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. 50 лет Октября, д. 22;54.527338;37.084054;+7 (48753) 6-12-89;org;;;;Нет;Нет
2947189;ЖСК «Солнечный»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г. Алексин, ш. Генерала Короткова, д. 9;54.51073;37.123499;+7 (919) 0847973;org;;;;Нет;Нет
2947190;ТСЖ «Сосна»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. 50 лет ВЛКСМ, д. 12;54.529622;37.083892;+7 (910) 1623596;org;;;;Нет;Нет
2947191;ТСЖ «Химик»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. Ленина, д. 3/12;54.506287;37.067255;+7 (920) 2768528;org;;;;Нет;Нет
2947192;ТСЖ «Шахтер»;Управляющие компании, ЖКХ, ТСЖ;;;301361, Тульская область, г.Алексин, ул. Тульская, д. 129, к. 26;54.510798;37.113007;+7 (48753) 6-50-54;org;;;;Нет;Нет
2947198;Центр занятости населения г. Алексина, «Государственное учреждение тульской области Центр занятости населения Тульской области» (БИРЖА);Центры занятости населения, кадровые агентства;;tczn.aleksin@tularegion.ru;301361, Тульская обл., г. Алексин, ул. Мира, д. 10 а;54.503699;37.072115;+7 (48753)  4-49-83;org;;;;Нет;Нет
2947206;отделение почтовой связи  п. Авангард;Почта;;;;;;8 (48753) 7-37-16;org;;;;Нет;Нет
2947207;отделение почтовой связи  д. Александровка   ;Почта;;;;;;+7 (48753) 7-55-38;org;;;;Нет;Нет
2947208;отделение почтовой связи  д/о Алексин-Турбаза   ;Почта;;;;;;+7 (48753) 7-21-85;org;;;;Нет;Нет
2947209;отделение почтовой связи  д. Большое Шелепино;Почта;;;;;;+7 (48753) 7-43-40;org;;;;Нет;Нет
2947213;отделение почтовой связи  д. Борисово;Почта;;;;;;+7 (48753) 7-45-44;org;;;;Нет;Нет
2947214;отделение почтовой связи  д. Егнышёвка;Почта;;;;;;+7 (48753) 7-56-16;org;;;;Нет;Нет
2947215;отделение почтовой связи  п. Колосово;Почта;;;;;;+7 (48753) 7-34-37;org;;;;Нет;Нет
2947217;отделение почтовой связи  п.им. Мичурина;Почта;;;;;;+7 (48753) 7-36-28;org;;;;Нет;Нет
2947218;Детский отдел Центральной городской  библиотеки;Библиотеки;;biblionik10@mail.ru;301369 Тульская область, г. Алексин, ул. 50 лет Октября, д. 2;54.521554;37.078835;+7 (48753) 6-23-94;org;;;;Нет;Нет
2947219;отделение почтовой связи  с. Пластово   ;Почта;;;;;;+7 (48753) 7-54-46;org;;;;Нет;Нет
2947220;Городской филиал № 1  (МКР «Соцгород»);Библиотеки;;gorodskaya.biblioteka@yandex.ru;301361 Тульская область, г. Алексин ул. Героев-Алексинцев, д.2;54.504489;37.064201;+7 (48753) 4-09-45;org;;;;Нет;Нет
2947221;отделение почтовой связи  с. Поповка ;Почта;;;;;;+7 (48753) 7-52-75;org;;;;Нет;Нет
2947222;отделение почтовой связи  с. Сенево  ;Почта;;;;;;+7 (48753) 7-42-36;org;;;;Нет;Нет
2947223;отделение почтовой связи  с. Солопёнки;Почта;;;;;;+7 (48753) 7-31-47;org;;;;Нет;Нет
2947225;Городской филиал  № 2 (МКР «Шахтерский»);Библиотеки;;;301367 Тульская область, г. Алексин, шоссе ген. Короткова, д.3;54.509946;37.120606;+7 (48753) 6-53-44;org;;;;Нет;Нет
2947226;отделение почтовой связи  с. Спас-Конино;Почта;;;;;;+7 (48753) 7-46-30;org;;;;Нет;Нет
2947227;Городской филиал  № 3 (МКР «Горушки»);Библиотеки;;;301364 Тульская область, г. Алексин, ул. 238 дивизии, д.5;54.517906;37.043863;+7 (48753) 2-30-10;org;;;;Нет;Нет
2947228;отделение почтовой связи  ст. Суходол ;Почта;;;;;;+7 (48753) 5-11-36;org;;;;Нет;Нет
2947229;отделение почтовой связи  д. Хатманово;Почта;;;Алексин, Хатманово;54.563995;37.267167;+7 (48753) 7-51-17;org;;;;Нет;Нет
2947230;Городской филиал  № 4  (МКР «Сельхозтехника»);Библиотеки;;;301367 Тульская область, г. Алексин, ул. Болотова, д. 8;;;+7 (48753) 6-98-54;org;;;;Нет;Нет
2947231;Городской филиал  № 5 (МКР «Петровское»);Библиотеки;;;301365 Тульская область, г. Алексин, ул. Вересаева, д.2;54.485424;36.995992; +7 (48753) 5-51-53;org;;;;Нет;Нет
2947232;Городской детский филиал;Библиотеки;;;301361 Тульская область, г. Алексин, ул. Мира, д.26;54.503344;37.062944; +7 (48753) 4-13-09;org;;;;Нет;Нет
2947234;Авангардский сельский филиал;Библиотеки;;;301349 Тульская область, Алексинский район,  п. Авангард, ул. Октябрьская;54.470849;37.117615;+7 (48753) 7-37-45;org;"Понедельник-пятница
с 14.20 до 18.00
выходные - суббота, воскресенье
Последняя пятница месяца - санитарный день";;;Нет;Нет
2947236;Поповский сельский филиал;Библиотеки;;;301341 Тульская область, Алексинский район,  с. Поповка,  ул. Победы;54.339662;37.177524;+7 (48753) 7-52-83;org;"Понедельник, среда, пятница
с 10.00 до 17.00
обед с 12.00 до 12.48
Последняя пятница месяца - санитарный день";;;Нет;Нет
2947238;Борисовский сельский филиал;Библиотеки;;;301350 Тульская область, Алексинский район,  д. Борисово, ул. Южная;54.395861;37.122942;+7 (48753) 7-45-90;org;"Понедельник, среда, пятница
с 10.00 до 17.00
обед с 12.00 до 12.48
Последняя пятница месяца - санитарный день";;;Нет;Нет
2947240;Сеневский сельский филиал;Библиотеки;;;301344 Тульская область, Алексинский район,  с. Сенево, ул. Садовая;54.427651;37.049343;+7 (915) 7871716;org;"Понедельник, среда, пятница
с 10.00 до 17.00
обед с 12.00 до 12.48
Последняя пятница месяца - санитарный день";;;Нет;Нет
2947241;Пластовский сельский филиал;Библиотеки;;;301343 Тульская область, Алексинский район,  с. Пластово;54.289919;37.055101;+7 (953) 9561954;org;"Понедельник, среда, пятница
с 11.00 до 18.00
обед с 13.00 до 13.48
Последняя пятница месяца - санитарный день";;;Нет;Нет
2947242;Александровский сельский филиал;Библиотеки;;;301383 Тульская область, Алексинский район,  д. Александровка;54.455087;37.441538;+7 (48753) 7-55-45;org;Понедельник, среда, пятница с 10.00 до 17.00  обед с 12.00 до 12.48  Последняя пятница месяца - санитарный день;;;Нет;Нет
2947243;Спас-Конинский сельский филиал;Библиотеки;;;301381 Тульская область, Алексинский район,  с. Спас-Конино;54.406066;37.22217;+7 (903) 8439327;org;"Понедельник, среда, пятница
с 10.00 до 17.00

обед с 12.00 до 12.48

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947244;Суходольский сельский филиал;Библиотеки;;;301380 Тульская область, Алексинский район,  ст. Суходол;54.438502;37.353881;+7 (950) 9027980;org;"Понедельник, среда, пятница
с 10.00 до 16.00

без обеда

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947247;Шелепинский сельский филиал;Библиотеки;;;301355 Тульская область, Алексинский район,  д. Большое Шелепино, улица Новая, дом 6;54.480455;37.16227;+7 (953) 9581711;org;"Понедельник-пятница
с 10.00 до 18.00

обед с 13.00 до 13.48

выходные - воскресенье, понедельник

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947249;Солопенский сельский филиал;Библиотеки;;;301345 Тульская область, Алексинский район,  с. Солопенки;54.546076;36.997205;+7 (909) 2606881, +7 (48753) 7-32-24, +7 (48753) 7-31-10;org;"Понедельник, среда, пятница
с 10.00 до 17.00

обед с 12.00 до 12.48

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947251;Мичуринский сельский филиал;Библиотеки;;;301348 Тульская область, Алексинский район,  п. Мичурино;54.455009;37.153027;+7 (953) 4398520;org;"Понедельник, среда, пятница
с 10.00 до 17.00

обед с 12.00 до 12.48

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947252;Буныревский сельский филиал;Библиотеки;;bunyrevolib@yandex.ru;301360 Алексинский район  д. Бунырево;54.570917;37.150978;+7 (48753) 7-71-06;org;"Вторник-суббота
с 10.00 до 18.00

обед с 13.00 до 13.48

выходные - воскресенье, понедельник

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947253;Ботнинский сельский филиал;Библиотеки;;;301360 Алексинский район,  д. Ботня, ул. Центральная, д. 5;54.536512;37.203539;+7 (48753) 7-41-47;org;"Понедельник-пятница
с 10.00 до 18.00

обед с 13.00 до 13.48

выходные - воскресенье, понедельник

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947255;Хатмановский сельский филиал;Библиотеки;;;301347 Алексинский район,   д. Хатманово, ул. Дорожная, д. 6;54.563995;37.267167;+7 (48753) 7-51-81, +7 (920) 7430793;org;"Понедельник-пятница
с 10.00 до 18.00

обед с 13.00 до 13.48

выходные - воскресенье, понедельник

Последняя пятница месяца - санитарный день";;;Нет;Нет
2947265;Церковь Покрова Пресвятой Богородицы в Алексине;Церкви, храмы, монастыри;;;Тульская обл., г. Алексин, перекресток ул. Пионерская и ул. Героев Алексинцев;;;;org;;;;Нет;Нет
2947271;"	 Церковь Царственных Страстотерпцев в Алексине (старая)";Церкви, храмы, монастыри;;;Тульская обл., Алексинский р-н, г. Алексин, ул. Дружбы, 7;54.484194;36.997483;;org;;;;Нет;Нет
2947274;Сввято-Казанский женский епархиальный монастырь;Церкви, храмы, монастыри;;;301349, Тульская область, Алексинский район, с. Колюпаново;54.4756;37.074568;+7 (48753) 6-11-98;org;;;;Нет;Нет
2947279;Авангардский сельский Дом культуры;Учреждения культуры;;;;;;+7 (48753) 7-37-45;org;;;;Нет;Нет
2947280;Борисовский сельский Дом культуры;Учреждения культуры;;;;;;+7 (48753) 7-45-90;org;;;;Нет;Нет
2947281;Сеневский сельский Дом культуры;Учреждения культуры;;;;;;+7 (48753) 7-42-35;org;;;;Нет;Нет
2947282;Солопёнский сельский Дом культуры;Учреждения культуры;;;;;;+7 (48753) 7-31-02;org;;;;Нет;Нет
2947284;Ботнинский сельский клуб;Учреждения культуры;;;;;;+7 (48753) 7-41-47;org;;;;Нет;Нет
2947285;Хатмановский сельский клуб;Учреждения культуры;;;;;;+7 (48753) 7-51-81;org;;;;Нет;Нет
2947286;"ДК АО ""Тяжпромарматура""";Учреждения культуры;;;301361, Тульская область, г.Алексин, ул. Южная, д.11;54.515523;37.049424;+7 (48753) 4-68-44;org;;;;Нет;Нет
2947289;ДК им. Чехова;Учреждения культуры;;;301361, Тульская область, г.Алексин, ул. Металлистов, д.4;54.482782;36.988922;+7 (48753) 5-95-44;org;;;;Нет;Нет
2947300;АО  «Алексинский завод тяжёлой промышленной арматуры», Тяжпромарматура;Промышленные предприятия;http://www.aztpa.ru;office@aztpa.ru;301368, Россия, Тульская область, г. Алексин, ул. Некрасова, д. 60;54.5136;37.038967;+7 (48753) 4-66-75;org;;;;Нет;Нет
2947301; ООО «ПКФ Алексинская телекомпания» (ТНТ-Алексин);Радио и телевидение;;;Алексин, Ленина 10;54.504222;37.066725;+7 (48753) 4-04-01;org;;;;Нет;Нет
2947303;ФКП «Алексинский химический комбинат»;Промышленные предприятия;;;Тульская область, г. Алексин, пл. Победы, д.21;54.501336;37.048759;+7 (48753) 4-08-74, +7 (48753) 4-51-16;org;;;;Нет;Нет
2947310;АО «АОМЗ», «Алексинский опытный механический завод»;Промышленные предприятия;;;301365, Тульская область, г. Алексин, ул. Металлистов, д. 10;54.485502;36.987808;+7 (48753) 5-94-05, +7 (48753) 5-94-66;org;;;;Нет;Нет
2947311;ЗАО «Алексинская бумажно-картонная фабрика»;Промышленные предприятия;;;Тульская область, г. Алексин, пл. Победы, д. 19а;54.501519;37.05016;+ 7 (48753) 4-18-88;org;;;;Нет;Нет
2947312;ООО «Алексинское ПАТП» ;Автовокзалы и кассы;;;Алексин, Муралова 45;54.511117;37.097969;+7 (48753) 6-23-77;org;;;;Нет;Нет
2947313;ОАО «Алексинстройконструкция»;Промышленные предприятия;;;301364 Тульская область, г. Алексин, ул. Машиностроителей, д. 8;54.522505;37.033146;+7 (48753) 2-41-35;org;;;;Нет;Нет
